Country,Region,Happiness Rank,Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Regional indicator,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
North Macedonia,,,5.253600120544434,,,,,,,0.1312396973371505,,2023,,,,,,,,,,,,0.8047484159469604,66.50035095214844,0.7689635753631592,0.9017152786254884,,0.0547675602138042,5.360944747924805,5.146255493164063,9.703169822692873,1.777825117111206,1.4978708028793335,1.1705783605575562,0.4078864157199859,0.5154193043708801,0.2068475484848022,0.0196072030812501,1.4354314804077148,,,,,
"Venezuela, Bolivarian Republic of",,,5.210599899291992,,,,,,,0.1283712387084961,,2023,,,,,,,,,,,,0.8388254046440125,64.04983520507812,0.6587069630622864,0.8114349842071533,,0.0638950914144516,5.335834503173828,5.085365295410156,5.526723384857178,1.777825117111206,0.0,1.256657600402832,0.3411180377006531,0.3686979711055755,0.2053084671497345,0.0842720121145248,2.9545605182647705,,,,,
Lao People's Democratic Republic,,,5.110700130462647,,,,,,,0.0909888669848442,,2023,,,,,,,,,,,,0.6789469718933105,60.945587158203125,0.9188553094863892,0.7025218605995178,,0.0809439718723297,5.269350528717041,4.952049732208252,8.962409019470215,1.777825117111206,1.2321990728378296,0.8528011441230774,0.2565376162528991,0.7148841023445129,0.1852510720491409,0.1622828990221023,1.706761360168457,,,,,
Georgia,,,5.109099864959717,,,,,,,-0.2542763352394104,,2023,,,,,,,,,,,,0.7161714434623718,64.95006561279297,0.7864701747894287,0.6488924622535706,,0.055850438773632,5.21856689453125,4.999632835388184,9.646263122558594,1.777825117111206,1.477461338043213,0.946830987930298,0.3656463027000427,0.5387157797813416,0.0,0.2006958723068237,1.5797457695007324,,,,,
Guinea,,,5.071700096130371,,,,,,,0.1252006888389587,,2023,,,,,,,,,,,,0.6486329436302185,54.185394287109375,0.6587153673171997,0.7869686484336853,,0.071926362812519,5.21267557144165,4.930724620819092,7.880491733551025,1.777825117111206,0.8441724181175232,0.7762272357940674,0.0723448619246482,0.3687091469764709,0.2036073207855224,0.1017964407801628,2.704875469207764,,,,,
Ukraine,,,5.071400165557861,,,,,,,0.2403110712766647,,2023,,,,,,,,,,,,0.8775262236595154,64.5501708984375,0.7954239845275879,0.9067386388778688,,0.0588089376688003,5.1866655349731445,4.956134796142578,9.313715934753418,1.777825117111206,1.3581942319869995,1.354416847229004,0.3547505140304565,0.5506308674812317,0.2653694748878479,0.016009135171771,1.1720647811889648,,,,,
Ivory Coast,,,5.052700042724609,,,,,,,0.0028205241542309,,2023,,,,,,,,,,,,0.5723483562469482,55.95271301269531,0.7326547503471375,0.7458509802818298,,0.0743440687656402,5.198414325714111,4.906985759735107,8.576385498046875,1.777825117111206,1.0937527418136597,0.5835306644439697,0.1204984113574028,0.4671021997928619,0.1379445940256118,0.1312476843595504,2.5186095237731934,,,,,
Gabon,,,5.0346999168396,,,,,,,-0.187012106180191,,2023,,,,,,,,,,,,0.7455086708068848,58.25178909301758,0.6417741179466248,0.7863147854804993,,0.0715794414281845,5.174995422363281,4.894404411315918,9.537482261657717,1.777825117111206,1.4384474754333496,1.020937442779541,0.1831405758857727,0.3461649715900421,0.0360904298722744,0.1022647842764854,1.9076285362243648,,,,,
Nigeria,,,4.980599880218506,,,,,,,0.0728492066264152,,2023,,,,,,,,,,,,0.739812433719635,54.89082717895508,0.7184043526649475,0.9111672043800354,,0.0795095637440681,5.136438846588135,4.824760913848877,8.49583911895752,1.777825117111206,1.064864993095398,1.0065486431121826,0.0915655568242073,0.4481388330459595,0.1755182892084121,0.0128370989114046,2.1811468601226807,,,,,
Cameroon,,,4.973199844360352,,,,,,,0.0147625766694545,,2023,,,,,,,,,,,,0.6862311959266663,55.84713745117188,0.6862788796424866,0.8463644981384277,,0.0710119381546974,5.112383365631104,4.8340163230896,8.21674919128418,1.777825117111206,0.9647701978683472,0.8712012767791748,0.1176218315958976,0.4053886234760284,0.1443520635366439,0.0592531487345695,2.410613536834717,,,,,
Mozambique,,,4.953999996185303,,,,,,,0.0466913282871246,,2023,,,,,,,,,,,,0.6918163299560547,51.53021240234375,0.8514707088470459,0.6604602932929993,,0.1156207844614982,5.180616855621338,4.727383136749268,7.116300582885742,1.777825117111206,0.5700973868370056,0.8853094577789307,0.0,0.6252136826515198,0.161483347415924,0.1924102157354354,2.5194859504699707,,,,,
Iraq,,,4.940899848937988,,,,,,,-0.0053996844217181,,2023,,,,,,,,,,,,0.7184528112411499,63.41473388671875,0.6457712054252625,0.8762640357017517,,0.0805387049913406,5.098755836486816,4.78304386138916,9.098432540893556,1.777825117111206,1.2809834480285645,0.9525938034057616,0.3238136172294616,0.3514840006828308,0.1335340589284896,0.037837091833353,1.8606204986572263,,,,,
"Palestine, State of",,,4.907800197601318,,,,,,,-0.1323699057102203,,2023,,,,,,,,,,,,0.8594945073127747,,0.6944997906684875,0.8357949256896973,,0.092278353869915,5.088665962219238,4.726934432983398,8.716377258300781,1.777825117111206,1.1439604759216309,1.3088682889938354,,0.4163284003734588,0.0654085502028465,0.0668237879872322,,,,,,
Morocco,,,4.9028000831604,,,,,,,-0.2307837307453155,,2023,,,,,,,,,,,,0.5531101226806641,63.90077590942383,0.7872825860977173,0.8108253479003906,,0.0613062679767608,5.022960186004639,4.782639980316162,8.973066329956055,1.777825117111206,1.2360212802886963,0.5349344611167908,0.3370566666126251,0.5397968888282776,0.0126048903912305,0.0847086757421493,2.157698631286621,,,,,
"Iran, Islamic Republic of",,,4.876299858093262,,,,,,,0.1729328036308288,,2023,,,,,,,,,,,,0.777547299861908,66.59994506835938,0.592562198638916,0.7470312714576721,,0.0530714057385921,4.980319976806641,4.772279739379883,9.610322952270508,1.777825117111206,1.4645715951919556,1.1018677949905396,0.4106000363826751,0.2806774079799652,0.2292178571224212,0.1304022669792175,1.258958101272583,,,,,
Senegal,,,4.855100154876709,,,,,,,0.0107729323208332,,2023,,,,,,,,,,,,0.6292861104011536,59.998931884765625,0.7716072201728821,0.8458921313285828,,0.0651435479521751,4.982781410217285,4.727418899536133,8.15528678894043,1.777825117111206,0.9427269101142884,0.7273567318916321,0.230744406580925,0.5189372897148132,0.1422114372253418,0.0595914870500564,2.233576774597168,,,,,
Mauritania,,,4.723899841308594,,,,,,,-0.0127996131777763,,2023,,,,,,,,,,,,0.6438930630683899,60.47499847412109,0.6222173571586609,0.6573241949081421,,0.1465384662151336,5.011115074157715,4.436684608459473,8.590913772583008,1.777825117111206,1.0989632606506348,0.7642542123794556,0.2437156289815902,0.3201403021812439,0.1295636445283889,0.1946565061807632,1.9725751876831052,,,,,
Burkina Faso,,,4.637599945068359,,,,,,,0.0953673347830772,,2023,,,,,,,,,,,,0.6634751558303833,55.461307525634766,0.696463406085968,0.7713660597801208,,0.092616356909275,4.819128036499023,4.456071853637695,7.666715621948242,1.777825117111206,0.7675022482872009,0.8137190341949463,0.107109248638153,0.4189414381980896,0.1876003295183181,0.1129720658063888,2.229743242263794,,,,,
Namibia,,,4.630799770355225,,,,,,,-0.1255770772695541,,2023,,,,,,,,,,,,0.7869246602058411,56.8513298034668,0.6694822311401367,0.8303823471069336,,0.0688771083950996,4.765799045562744,4.495800495147705,9.120738983154297,1.777825117111206,1.2889835834503174,1.125555157661438,0.1449827253818512,0.3830368816852569,0.0690532252192497,0.0707006379961967,1.5485124588012695,,,,,
Türkiye,,,4.613500118255615,,,,,,,-0.0770171359181404,,2023,,,,,,,,,,,,0.7957817316055298,68.6626968383789,0.4753239154815674,0.7948973774909973,,0.08330599963665,4.776779651641846,4.450220584869385,10.30681324005127,1.777825117111206,1.714365839958191,1.1479283571243286,0.4668031334877014,0.1246653720736503,0.0951079279184341,0.0961173549294471,0.9685473442077636,,,,,
Ghana,,,4.605000019073486,,,,,,,0.1392538547515869,,2023,,,,,,,,,,,,0.6406720876693726,58.76277542114258,0.7769143581390381,0.8805339336395264,,0.0632407441735267,4.728951930999756,4.481048107147217,8.595744132995605,1.777825117111206,1.1006957292556765,0.7561179399490356,0.1970632523298263,0.5259996056556702,0.2111475020647049,0.0347787030041217,1.7792224884033203,,,,,
Pakistan,,,4.555399894714356,,,,,,,0.0078154867514967,,2023,,,,,,,,,,,,0.6013326644897461,57.3125,0.7656802535057068,0.7866216897964478,,0.0773996636271476,4.707103252410889,4.403696537017822,8.54032039642334,1.777825117111206,1.0808181762695312,0.6567456722259521,0.1575480848550796,0.5110501050949097,0.1406246274709701,0.1020449548959732,1.9065701961517332,,,,,
Niger,,,4.501299858093262,,,,,,,0.0322939865291118,,2023,,,,,,,,,,,,0.5900665521621704,56.54999923706055,0.7877514958381653,0.733547568321228,,0.1075107678771019,4.7120208740234375,4.290578842163086,7.0909833908081055,1.777825117111206,0.5610174536705017,0.6282872557640076,0.1367724686861038,0.5404208898544312,0.1537584811449051,0.1400602012872696,2.341014623641968,,,,,
Tunisia,,,4.496699810028076,,,,,,,-0.2126037180423736,,2023,,,,,,,,,,,,0.7297623753547668,67.00008392333984,0.5764917731285095,0.9067373871803284,,0.0531427040696144,4.600859642028809,4.392539978027344,9.24356746673584,1.777825117111206,1.3330357074737549,0.9811620116233826,0.4215024709701538,0.2592920660972595,0.022359324619174,0.0160100311040878,1.4633100032806396,,,,,
Kenya,,,4.486599922180176,,,,,,,0.2881151735782623,,2023,,,,,,,,,,,,0.6900045871734619,58.49850845336914,0.6955903768539429,0.8524206876754761,,0.0662471279501915,4.616444110870361,4.35675573348999,8.458258628845215,1.777825117111206,1.0513869524002075,0.8807329535484314,0.1898628622293472,0.4177796840667724,0.2910186350345611,0.0549152977764606,1.6008830070495603,,,,,
Sri Lanka,,,4.441599845886231,,,,,,,-0.0299883000552654,,2023,,,,,,,,,,,,0.8259633183479309,67.14990234375,0.7865561246871948,0.8084906339645386,,0.0825917050242424,4.603479385375977,4.279720306396484,9.491007804870604,1.777825117111206,1.4217795133590698,1.2241677045822144,0.4255845248699188,0.5388301610946655,0.1203411072492599,0.0863809511065483,0.6245477199554443,,,,,
Uganda,,,4.432499885559082,,,,,,,0.1137360781431198,,2023,,,,,,,,,,,,0.7940431237220764,58.91272735595703,0.7012752890586853,0.8572147488594055,,0.088823489844799,4.606594085693359,4.258405685424805,7.715771675109863,1.777825117111206,0.7850960493087769,1.1435365676879885,0.2011489421129226,0.4253447353839874,0.1974560320377349,0.05148147046566,1.628458023071289,,,,,
Chad,,,4.396599769592285,,,,,,,0.2211616784334182,,2023,,,,,,,,,,,,0.7220418453216553,53.125,0.6767348647117615,0.8067120909690857,,0.1206093952059745,4.632994174957275,4.160205364227295,7.261128902435303,1.777825117111206,0.6220396757125854,0.9616597890853882,0.043452650308609,0.3926881551742553,0.2550949156284332,0.0876548662781715,2.0340559482574463,,,,,
Cambodia,,,4.393499851226807,,,,,,,0.0733139291405677,,2023,,,,,,,,,,,,0.7465294599533081,61.89963150024414,0.9584201574325562,0.8572046160697937,,0.0586138404905796,4.508382797241211,4.278616905212402,8.384782791137695,1.777825117111206,1.02503502368927,1.023516058921814,0.282532125711441,0.767534077167511,0.1757676303386688,0.0514887273311615,1.0675981044769287,,,,,
Benin,,,4.373700141906738,,,,,,,-0.0425225719809532,,2023,,,,,,,,,,,,0.4370720982551574,56.09510040283203,0.7433569431304932,0.5756282806396484,,0.0662552341818809,4.503560543060303,4.243839740753174,8.103285789489746,1.777825117111206,0.9240769147872924,0.241819828748703,0.1243779957294464,0.4813438951969147,0.1136158779263496,0.2531726062297821,2.235269069671631,,,,,
Myanmar,,,4.372499942779541,,,,,,,0.4913972020149231,,2023,,,,,,,,,,,,0.7867182493209839,61.38812255859375,0.7271373271942139,0.6584481000900269,,0.0818159952759742,4.532859325408936,4.2121405601501465,8.403970718383789,1.777825117111206,1.0319167375564575,1.1250338554382324,0.2685952186584472,0.4597600102424621,0.4000890254974365,0.1938514858484268,0.8932301998138428,,,,,
Bangladesh,,,4.282100200653076,,,,,,,0.0050503765232861,,2023,,,,,,,,,,,,0.5444689989089966,64.54842376708984,0.8450080156326294,0.6981850862503052,,0.0684164613485336,4.416196346282959,4.148004055023193,8.684880256652832,1.777825117111206,1.1326640844345093,0.5131068229675293,0.354702889919281,0.6166136264801025,0.1391410231590271,0.1653891950845718,1.3605048656463623,,,,,
Gambia,,,4.279399871826172,,,,,,,0.3642035126686096,,2023,,,,,,,,,,,,0.5842756032943726,57.900001525878906,0.5964681506156921,0.8826649188995361,,0.1045145839452743,4.484248638153076,4.074551105499268,7.6478166580200195,1.777825117111206,0.7607241868972778,0.613659143447876,0.1735555380582809,0.285875141620636,0.331843614578247,0.0332523509860038,2.080531358718872,,,,,
Mali,,,4.197800159454346,,,,,,,-0.0282113049179315,,2023,,,,,,,,,,,,0.5934811234474182,55.40291976928711,0.7128318548202515,0.8460237383842468,,0.0619144327938556,4.319152355194092,4.0764479637146,7.655168056488037,1.777825117111206,0.7633607387542725,0.6369125247001648,0.1055183783173561,0.4407233595848083,0.1212945505976677,0.0594972223043441,2.0704944133758545,,,,,
Egypt,,,4.170499801635742,,,,,,,-0.1829059422016143,,2023,,,,,,,,,,,,0.726098895072937,63.50303649902344,0.732426106929779,0.5802462100982666,,0.0592931136488914,4.28671407699585,4.054285526275635,9.366826057434082,1.777825117111206,1.377242088317871,0.9719079732894896,0.3262195885181427,0.4667979478836059,0.0382935814559459,0.2498649358749389,0.7401983737945557,,,,,
Togo,,,4.137400150299072,,,,,,,0.0240082331001758,,2023,,,,,,,,,,,,0.5953555107116699,57.44898223876953,0.6574302911758423,0.7398090958595276,,0.0771484076976776,4.288610935211182,3.986189365386963,7.673266410827637,1.777825117111206,0.7698516249656677,0.6416472792625427,0.1612667590379715,0.3669990599155426,0.1493128091096878,0.1355752795934677,1.9126982688903809,,,,,
Jordan,,,4.119800090789795,,,,,,,-0.1498849242925644,,2023,,,,,,,,,,,,0.7292184233665466,67.5999984741211,0.7701277136802673,0.6872015595436096,,0.0624685548245906,4.242238521575928,3.997361660003662,9.13038158416748,1.777825117111206,1.292441964149475,0.9797879457473756,0.437848150730133,0.5169684290885925,0.0560109168291091,0.1732563376426696,0.6634490489959717,,,,,
Ethiopia,,,4.09060001373291,,,,,,,0.2733151912689209,,2023,,,,,,,,,,,,0.7824801206588745,60.69827651977539,0.7202762365341187,0.7886511087417603,,0.0929527804255485,4.272787570953369,3.908412456512451,7.738730430603027,1.777825117111206,0.7933301329612732,1.114328145980835,0.2497992068529129,0.4506298005580902,0.2830777466297149,0.1005913540720939,1.0988726615905762,,,,,
Liberia,,,4.042300224304199,,,,,,,0.1543213427066803,,2023,,,,,,,,,,,,0.5963802337646484,56.70000076293945,0.7352649569511414,0.8300513029098511,,0.1442645788192749,4.325058937072754,3.759541749954224,7.27675199508667,1.777825117111206,0.6276428699493408,0.6442357301712036,0.1408595144748687,0.4705756604671478,0.2192319184541702,0.0709377527236938,1.868776798248291,,,,,
India,,,4.035799980163574,,,,,,,0.0717499554157257,,2023,,,,,,,,,,,,0.6082374453544617,60.77688217163086,0.896719217300415,0.7735828757286072,,0.0285522658377885,4.091762542724609,3.979837656021118,8.758988380432129,1.777825117111206,1.1592427492141724,0.6741873025894165,0.2519409656524658,0.6854270696640015,0.1749284863471985,0.1113842353224754,0.9786405563354492,,,,,
Madagascar,,,4.019100189208984,,,,,,,0.0754376798868179,,2023,,,,,,,,,,,,0.6498976349830627,58.04999923706055,0.5218921303749084,0.7418231964111328,,0.0920234248042106,4.199466228485107,3.83873438835144,7.290209770202637,1.777825117111206,0.6324694752693176,0.779421865940094,0.1776424795389175,0.1866349130868911,0.1769071072340011,0.1341326534748077,1.9319255352020264,,,,,
Zambia,,,3.982199907302856,,,,,,,0.0983889028429985,,2023,,,,,,,,,,,,0.6935360431671143,55.03213882446289,0.7908714413642883,0.8175567388534546,,0.0943964347243309,4.167216777801514,3.79718279838562,8.073851585388184,1.777825117111206,0.9135203957557678,0.8896535038948059,0.0954158306121826,0.544572651386261,0.1892215311527252,0.0798871964216232,1.2699575424194336,,,,,
"Tanzania, United Republic of",,,3.69379997253418,,,,,,,0.1819900274276733,,2023,,,,,,,,,,,,0.652874767780304,59.401485443115234,0.8379266262054443,0.5538731813430786,,0.0747866481542587,3.840381860733032,3.547218084335327,7.857411861419678,1.777825117111206,0.8358948826789856,0.786942183971405,0.2144659757614135,0.6071901917457581,0.2340774834156036,0.2687550783157348,0.7465043067932129,,,,,
Comoros,,,3.5452001094818115,,,,,,,-0.0142812309786677,,2023,,,,,,,,,,,,0.470725268125534,59.42499923706055,0.4698722958564758,0.7269982695579529,,0.1165985912084579,3.773733377456665,3.316666841506958,8.074591636657715,1.777825117111206,0.9137858152389526,0.3268284797668457,0.215106651186943,0.1174107640981674,0.1287686973810196,0.1447512507438659,1.6985520124435425,,,,,
Malawi,,,3.495199918746948,,,,,,,0.0051932921633124,,2023,,,,,,,,,,,,0.5307964086532593,58.475345611572266,0.7500357627868652,0.748948872089386,,0.0895595848560333,3.670736789703369,3.319663047790528,7.301522731781006,1.777825117111206,0.6365268230438232,0.4785695374011993,0.1892317533493042,0.4902315735816955,0.1392176896333694,0.1290287524461746,1.4324421882629397,,,,,
Botswana,,,3.43530011177063,,,,,,,-0.2146205604076385,,2023,,,,,,,,,,,,0.753311276435852,54.72499847412109,0.7422487139701843,0.830392062664032,,0.1361463814973831,3.702147006988525,3.1684532165527344,9.629345893859863,1.777825117111206,1.4713940620422363,1.040647029876709,0.087047278881073,0.4798691272735595,0.021277192980051,0.0706936791539192,0.2643465995788574,,,,,
Congo,,,3.207200050354004,,,,,,,0.0859979018568992,,2023,,,,,,,,,,,,0.6516097784042358,55.375,0.6637976765632629,0.833751916885376,,0.0953691154718399,3.3941235542297363,3.0202765464782715,7.00667142868042,1.777825117111206,0.530779242515564,0.7837467789649963,0.1047576591372489,0.3754723072052002,0.1825731843709945,0.0682871267199516,1.1615803241729736,,,,,
Zimbabwe,,,3.2035000324249268,,,,,,,-0.0462302304804325,,2023,,,,,,,,,,,,0.6899175047874451,54.04988861083984,0.6540554761886597,0.7655823230743408,,0.060864582657814,3.3227946758270264,3.084205389022827,7.640997886657715,1.777825117111206,0.7582786083221436,0.8805129528045654,0.0686527863144874,0.362508088350296,0.1116265505552291,0.1171147674322128,0.904855728149414,,,,,
Sierra Leone,,,3.13759994506836,,,,,,,0.1049290895462036,,2023,,,,,,,,,,,,0.5552510619163513,54.89985275268555,0.6603673100471497,0.8577796816825867,,0.0824408531188964,3.299184083938598,2.97601580619812,7.394014358520508,1.777825117111206,0.6696986556053162,0.5403425097465515,0.0918114781379699,0.3709074258804321,0.1927306503057479,0.0510768257081508,1.2210063934326172,,,,,
Lebanon,,,2.392199993133545,,,,,,,-0.1409149914979934,,2023,,,,,,,,,,,,0.5297536849975586,66.14881896972656,0.4739002883434295,0.8911038637161255,,0.0444951690733432,2.479410409927368,2.3049895763397217,9.47767734527588,1.777825117111206,1.4169986248016355,0.4759355783462524,0.3983083367347717,0.1227709203958511,0.0608237087726593,0.0272078104317188,-0.1097984313964843,,,,,
